stdDevYAbsGrad,MeanGradX,MeanGradY
22.74641884,10.46,13.3824
21.86116654,16.0564,15.2912
20.54324617,12.8562,10.7178
41.71218658,12.0868,20.8416
32.65081335,31.6128,33.8644
27.59521935,20.9448,20.9446
20.38874861,15.5285,17.2695
22.81022975,13.2085,16.7417
29.87690526,15.0125,14.2635
32.94962477,23.4943,26.9887
31.40122955,16.406,20.6326
27.89616271,30.4303,22.9225
19.0549355,17.4026,17.1464
26.55136203,18.2413,17.9643
16.96990958,18.532,13.987
26.19710818,17.0791,14.3341
12.74989449,15.0516,9.9084
13.68596474,4.4264,4.137
35.60906781,19.5499,22.6187
34.1669112,17.1731,24.3077
32.52213227,28.0687,26.1517
22.92597411,17.2509,16.8877
26.98733437,26.2584,19.5344
25.49151561,24.9838,16.4198
24.47294555,16.1102,26.0902
31.39191043,8.4072,11.4228
26.16176864,19.4712,19.1512
33.01791439,10.9172,15.7212
19.99794705,4.6708,10.5558
32.18806623,25.5755,29.1797
32.61018565,11.057,24.7404
25.07401922,19.9034,17.7996
19.87112455,13.8645,10.7661
7.830247193,5.2347,5.2667
37.30674179,21.1038,28.0736
14.43451553,13.9494,10.0988
25.06152522,11.4761,10.3769
17.74055774,20.6568,14.4682
20.34510101,15.5312,15.4136
27.79943892,14.8161,14.5199
18.34832107,11.2356,8.2124
35.87092924,5.2784,14.8166
31.79226556,24.0331,22.0745
14.99392928,10.2847,6.7559
20.33421154,20.8857,15.6739
18.43796799,16.4785,12.9621
27.28739167,15.406,17.584
15.92887252,16.6807,13.3205
40.50161669,16.2516,18.6976
32.32353145,28.5398,29.8384
18.34480717,16.3284,22.0886
27.14291792,8.0628,22.7526
20.22840777,12.6715,12.8161
12.54756486,11.3522,12.196
20.68726443,18.8718,11.6584
27.27327987,24.1115,31.0933
34.21185347,25.6602,25.9832
18.22226118,14.8796,8.7912
28.0106085,18.4892,18.0034
32.69199232,23.3775,28.2697
21.85180999,17.5124,18.26
28.46644076,23.3117,21.7745
20.70705295,16.2687,18.8349
26.93551927,15.2723,12.3369
33.53389493,29.8065,28.0243
20.71046837,28.3713,15.3747
21.7876874,14.6277,10.3569
18.86800749,8.4591,16.3611
23.42241375,14.6588,18.4132
25.43429074,21.1182,22.3462
24.59038666,9.1992,18.478
25.56057858,15.4717,15.7909
23.90316216,14.1414,17.5874
24.14122425,14.7624,16.1034
17.09659121,15.1878,12.713
18.85988802,17.4308,18.368
20.84949074,11.8477,13.0603
32.23183104,33.7127,24.5887
19.80008353,19.7927,18.7685
27.04589338,21.9573,19.2489
35.65799345,20.4963,22.3909
22.10808111,11.2749,13.1437
26.80027407,18.0329,21.0031
29.20381622,13.3233,13.9651
32.86449816,21.1504,24.631
18.97736335,15.9742,15.9006
16.28446848,12.5121,14.2121
36.57361473,9.0454,20.1758
16.16518604,8.0606,10.1994
23.51603317,24.4768,24.4804
25.11169047,17.9284,17.2358
32.58784701,24.3572,27.3766
19.10108349,15.9262,15.1342
